review,rating,date
"Simple, cepat and Menyenangkan",5,2025-08-18 09:39:09
"gunanya apa ya wondr ini setiap mo masuk ngulang² verivikasi data terus ??? yg diminta foto ktp, foto wajah tp lama bgt g masuk².. emang sih biar aman, tp kl terus²an gini ya males juga.. maaf sy hapus drpd banyak²ini aplikasi malah hp jd panas 🙏",3,2025-08-18 09:25:10
LANCAR,5,2025-08-18 09:16:25
saya kecewa,1,2025-08-18 08:53:01
"dsuruh ngedipin mata terus selama lamanya waktu verifikasi, aplikasi perusak mata, bahaya jangan di gunakan lagi",1,2025-08-18 08:46:42
bagus aplikasi wonder sangat membantu kalau bisa transfer antar bank lain gratis tanpa biaya tambahan,5,2025-08-18 08:41:25
sangat memudahkan bagi pemula,5,2025-08-18 08:30:56
saldo saya udah berkurang tapi d mutasi kok jawabanya gagal kak gimana ini uang ku bisa kembali gak,5,2025-08-18 08:28:14
Kurang Praktis,3,2025-08-18 08:07:15
mntp jaya,5,2025-08-18 08:05:48
untuk sementara bagus,4,2025-08-18 07:52:11
"pas aku top up ke aplikasi triv, transaksinya gagal ,tapi saldo aku terpotong gmana itu tolong lah di bantu,sudah aku telpon sana sini,aku kirim email gk ada respon juga, dipanggil di 1500046 no respon juga",1,2025-08-18 07:43:52
Lebih mudah bertransaksi dan mengatur keuangan dengan wondr by BNI,5,2025-08-18 07:41:32
"biometrik gak bs di gunakan,masuk pengaturan bs,tp stiap masuk menu aktifkan biometrik selalu keluar aplikasi scr otomatis",2,2025-08-18 07:07:53
"prosesnya cepat, pelayanan terbaik",5,2025-08-18 06:45:26
mantap btul,5,2025-08-18 06:18:41
"makasih wonder , semuanya jadi semakin nyaman",5,2025-08-18 06:01:20
"sering gak bisa di buka, padahal jaringan bagus dan stabil, masih bagus yang lama, jadi perbaiki lagi!",1,2025-08-18 05:21:39
saya melakukan transaksi berupa transfer rupiah ke bank lain. nitifikasinya transaksi gagal. akan tetapi saldo sudah berkurang. apa yang harus saya lakukan ?,3,2025-08-18 04:26:01
good dan memudahkan transaksi,5,2025-08-18 04:01:59
"aplikasi berjalan lancar, hanya sayangnya jadi gak ada riwayat saldo harian lagi",5,2025-08-18 03:57:51
mantap BNI ku,5,2025-08-18 03:51:50
"mengapa saat ingin mengatur kode biometrik pada apk tiba"" apk keluar sendiri mohon jawaban maupun sarannya",3,2025-08-18 03:18:44
"ini kenapa ya, saya transfer ke bank lain belum terkirim dan detail transaksi nya juga gagal tpi saldo saya sudah berkurang gimana si, saya sudah email ke bni call canter tpi belum kembali sampe sekarang, mohon perbaiki lagi kalo misal gagal ya saldo nya jangan sampe berkurang.",1,2025-08-18 03:18:42
"sangat membantu, bertransaksi jadi lebih mudah Terima kasih untuk pelayanan nya",5,2025-08-18 02:59:25
wondr didareah yg jarigan masih 4G tidak bisa dibuka aplikasinya. harus 4G+ atau 5G baru lancar? sewaktu masih BNI Mobile aplikasinya dibuka di segala jaringan tetap lancar. mohon perbaiki app wondr jangan banyak animasinya yg malah menghambat aplikasi dan jadi banyak memakan Bandwidth.,4,2025-08-18 02:54:12
buat log in Face Id,4,2025-08-18 02:52:31
kenapa di hp saya udh 2 hari ini sering force close ya app nya. belum sempat login udh keluar sendiri.,1,2025-08-18 02:51:03
bagus..sangat melayani,5,2025-08-18 02:48:42
"tadi saya ambil uang dari Mobile Tunai tapi di Mesin ATMnya uangnya Habis, transaksinya berhasil, dan Sudah ada pemberitahuan penarikan berhasil dan di saldo sudah berkurang, minta solusi Min🙏",2,2025-08-18 02:19:39
memudahkan kita untuk melakukan sesuatu tanpa harus melakukan sesuatu,5,2025-08-18 02:10:49
tolong tingkatkan lagi dong aplikasi wondr nya krna selalu susah d buka ..time out mlu²☹️,2,2025-08-18 01:48:19
"masih sama gini aja, verifikasi wajah nya gak bisa.. sumpah jelek bgt apk nya.. udah waktunya bilang BYE BNI",1,2025-08-18 01:46:54
sangat puas dgan layanan BNI wondr,5,2025-08-18 01:40:18
"halo admin, keluhan saya tolong ini kenapa saya Mau login lagi dengan Rekening saya kemarin tidak bisa. saya tidak memiliki Kartu debit fisik. jadi saya cuman Lewat Mobile. sekarang malah tidak bisa login. setelah di akhir masukan no kartu debit. saya lupa Nomor nya. saya pencet. malah slalu gagal",1,2025-08-18 01:10:52
"makin kesini makin lemot, maaf bintang 2 dlu, tolong lebih ditingkatkan lagi kualitas aplikasi wondr",2,2025-08-18 00:11:44
mantap luar biasa is the best,5,2025-08-18 00:02:06
transaksi gak ribet lancar,5,2025-08-17 23:51:42
setiap penambahan biometrik pasti selalu harus uninstal udh itu instal lagi 😕,4,2025-08-17 23:51:15
aplikasi oke banget pokoknya,5,2025-08-17 23:40:29
saya tidak dapat verifikasi wajah,1,2025-08-17 22:59:21
setelah update terakhir biometric gak bisa dipakai setiap mau setting di aplikasi langsung keluar sendiri.,1,2025-08-17 22:45:53
cepat simple dan friendly user.,5,2025-08-17 22:19:12
error gak bisa login jdi saya kebingungan gmn cara mentransfer,1,2025-08-17 21:21:49
tidak ada fitur paylater atau pinjaman,1,2025-08-17 19:28:15
super good serta lebih mudah untuk digunakan dalam sehari hari,5,2025-08-17 17:25:12
Mantap Wonder ini... Bintang 10,5,2025-08-17 17:23:57
mantap n sangat membantu di saat lagi ada keluarga membutuhkan,5,2025-08-17 17:05:19
selalu berbagi promonya,5,2025-08-17 16:50:39
TRANSAKSI SERING GAGAL,1,2025-08-17 16:44:16
sangat membantu proses mudah cepat dan lancarr,5,2025-08-17 16:01:28
kenapa ya gabisa buka rekening lewat apk ini secara online,1,2025-08-17 15:17:57
aplikasi sampah...internet lancar tapi loading masuk nya lama dan susah...mau transaksi malah jd kendala...kalau ga di perbaiki juga mending hapus aja aplikasi ini !!!,1,2025-08-17 14:39:13
semoga aplikasi ini semakin lancar jaya kedepannya,5,2025-08-17 14:34:24
is the best BNI MAKIN JAYA,5,2025-08-17 14:23:51
sangat bagus👌🏻,5,2025-08-17 14:21:18
sangat bagus dan bermanfaat,5,2025-08-17 14:08:31
"Baik, semoga lebih baik lagi, perbanyak promo",4,2025-08-17 13:27:14
ketika memasuki apk ada trus kendala ndk bsa login,2,2025-08-17 13:24:49
semoga memberikan pelayanan yang terbaik untuk semua,5,2025-08-17 13:18:30
"gimana cara lewati verifikasi wajah,mata saya memang sipit tiap verifikasi wajah disuruh kedipkan mata tapi tidak terdeteksi",2,2025-08-17 13:17:50
susah masuk kembali ke wonder Selfi berulang kali ditolak terus pasword sudah benar disalahkan bikin kesel,1,2025-08-17 13:10:43
aplikasi loading,1,2025-08-17 13:04:43
"pelayanan kurang memuaskan,, gak ada angin gak ada hujan aplikasi wonder saya di blokir sepihak😡😡",2,2025-08-17 12:52:32
"aplikasi teruninstal ,taoi kenapa loginnya harus seperti daftar awal aplikasi harus pakai foto ktp lagi? gak bisa langsung login",1,2025-08-17 12:42:53
Mudah tp untuk login lambat,5,2025-08-17 12:41:58
"min di saya terus berhenti. ada solusi, soalnya udah coba beberapa kali dengan uninstall terus download lagi tetep ngga bisa.begitu terus. solusinya minn",2,2025-08-17 12:29:40
aplikasi di buka tiba tiba ketutup sendiri kaga jelas,1,2025-08-17 12:26:26
kenapa aplikasi berhenti terus engga bisa masuk masuk yaaa,1,2025-08-17 12:11:02
aktifitas apapun jadi mudah dengan adanya wonder by BNI sangat membantu sekali,5,2025-08-17 12:01:54
luAr biasa,5,2025-08-17 11:56:30
"terlalu sulit verifikasi wajah, HP udah bagus, tempat halaman udah terang + cerah tapi tetap saja gagal,",1,2025-08-17 11:37:13
"sangat memudahkan untuk transaksi, ditambah tampilannya simpel dan mudah untuk dioperasikan",5,2025-08-17 10:28:27
saya kasih bintang lima karna mempermudah pekerjaan sya selalu lancar,5,2025-08-17 10:16:16
mantap sangat cepat kirim uang,4,2025-08-17 09:33:41
sepat sangat mudah d gunakan,5,2025-08-17 09:18:06
"ngeleg mulu anjir mau pake wifi sama data, ni apk kudu di bagusin lgi dong kualitasnya",2,2025-08-17 08:36:26
"saya kirim uang Indonesia ke Jepang yen nga masuk masuk , nga beres ini mah , udah nunggu 5 hari ,, aplikasi nga beres",1,2025-08-17 08:32:35
bagus Kembangkan,4,2025-08-17 08:27:49
👍👌,5,2025-08-17 07:51:29
mudah cara transfer&dikirim Tampa ngecek ke ATM klu ada kiriman/trasfer,5,2025-08-17 07:49:39
sangat bermanfaat dan memudahkan,5,2025-08-17 06:42:22
bagus sekali🥰,5,2025-08-17 06:35:20
sangat membantu dan jangan perbanyak upgrade hehe,5,2025-08-17 06:20:23
"Tolong di bagian verifikasi wajah untuk dipermudah!!!! Saya sudah stuck di verifikasi wajah selama 3 hari, Itu pun sampe sekarang masih belum bisa karena Di keterangannya saya sudah melakukan verifikasi wajah terlalu banyak, padahal saya baru membuka aplikasinya, Verifikasi nya sangat ribet dan lelet, Beda sekali dengan aplikasi yang dulu, apalagi pas di bagian kedipkan mata, Saya sudah kedipkan mata sampe mata saya sakit pun tidak bisa berhasil, Padahal Koneksi lancar, dan Pencahayaannya bagus!",1,2025-08-17 06:00:38
"sangat bagus, cepat & murah",5,2025-08-17 05:49:25
"sudah menggunakan beberapa bulan ini ,namun beberapa hari kemarin tiba-tiba keluar sendiri dari aplikasi ,harus verifikasi wajah dan sudah mencoba beberapa hari namun gagal terus",1,2025-08-17 05:22:18
gi mana tu min sy habis tf ke mandiri uangnya ndk masuk2 padahal saldonya sdh berkurang,1,2025-08-17 05:15:51
sangat baik buat saya,5,2025-08-17 05:03:59
good App 👍,5,2025-08-17 03:54:31
gak bisa di buka aplikasinya udah 2 mingguan,3,2025-08-17 03:49:10
transfer saldo terpotong tapi dana tidak masuk,1,2025-08-17 03:45:18
jellek susah di buka,1,2025-08-17 03:40:31
untuk infak diklat,5,2025-08-17 03:38:26
sangat mbantu,5,2025-08-17 03:11:25
gangguan atau gmn sih kok ga bsa jg buka banking udh seminggu,1,2025-08-17 03:02:09
mbaking nya lemot sekali jika ingin masuk,3,2025-08-17 02:56:31
oke dengan tampilan baru,5,2025-08-17 02:23:20
i like mudah untuk bertransaksi 👍,5,2025-08-17 01:50:44
semoga tidak lelet saat membuka pertama kali aplikasi wondr by BNI ini..soalnya agak lama nunggunya,3,2025-08-17 01:29:42
bagus dan sangat mudah di gunakan terimakasih bni,5,2025-08-17 01:21:49
jadi mudah transaksi apapun..,4,2025-08-17 01:11:12
"saat pendaftaran bisa untuk biometrik, kenapa di versi saat ini terjadi kesalahan? setiap biometrik aplikasi secara otomatis keluar. mohon diperbaiki bug nya.",3,2025-08-17 00:46:15
Mantap Lancar jaya,5,2025-08-17 00:14:14
"mode ikd gk bisa, cuma layar putih waktu tak coba",1,2025-08-16 23:03:38
Sangat memudahkan saya dalam bertransaksi,5,2025-08-16 22:57:19
yah,5,2025-08-16 22:48:50
"aplikasi terbaik 👍💯 ,, dari BNI selain bisa untuk transaksi apa aja dengan fitur wondr terbaru ini... bisa melakukan riset pin saat kita terblokir lewat aplikasi ini dan ndak lagi harus ke kantor keren2, sukses selalu BNI dengan Mobile Banking terbaru WONDR.",5,2025-08-16 21:30:03
hih,1,2025-08-16 20:44:11
terima kasih lek,5,2025-08-16 20:38:28
"aplikasi jelek , lemot , sering ganguan ,, mending balik ke aplikasi BNI yg lama. bukannya menambah performa yg handal malah tambah menurun kwalitasnya, aplikasi BNI yg lama masih jdi andalan saya. tanks.",1,2025-08-16 19:36:12
"Saran untuk e-statement bisa 12bln donk, krn mutasi rekening wondr bisa 12bln tp e-statement cuma 6bln. Semoga semakin lengkap fiturnya",5,2025-08-16 19:07:09
mepet mudah transaksi,5,2025-08-16 18:52:38
LUMAYAN BAGUSS,5,2025-08-16 17:54:04
"cuma bikin repot gue doang, bolak balik hubungin cs karena ada aja maslaahnya",1,2025-08-16 17:40:43
untuk verifikasi wajah koq gagal terus yah,2,2025-08-16 16:50:37
Fasilitas lengkap,5,2025-08-16 16:13:48
kenapa kalo transfer gagal saldo nya berkurang. sangat tidak nyaman .udah 3kali .saya malu di sangka saya menipu udah 3kali,1,2025-08-16 15:32:34
sangat cocok untuk digunakan,5,2025-08-16 15:29:43
pokok eee mantap,4,2025-08-16 14:53:08
Kantap dan Mantap,5,2025-08-16 14:35:43
mohonn dibantu dari tadi magrib sya mau gunakan aplikasi kenapa gagal terus ya. tidak bisa masuk ke halaman login finggernya.,3,2025-08-16 13:36:14
kok malah gak bisa di buka,1,2025-08-16 13:09:52
Tampilan masih kurang rapi dan pengaturan biometrik eror tidak bisa diaktifkan,3,2025-08-16 13:05:00
sistemnya sangat cepat dan sangat bagus untuk melakukan transaksi,5,2025-08-16 12:27:24
"verifikasi pakai IKD tidak berfungsi, dan masih banyak lagi minusnya, hampir semua aplikasi bank himbara sama ribetnya. beda dengan bank swasta, mudah, simple fitur lengkap dan yg pasti gratis, gratis biaya bulanan, gratis transfer dll.",1,2025-08-16 12:18:17
Aplikasinya Sangat Memuaskan Juga Mudah Di Pergunakan,5,2025-08-16 11:38:11
saya sangat senang menabung di Bank BNI Indonesia sangat membantu keuangan saya,5,2025-08-16 11:33:45
ada bug dimana gak bisa pake sidik jari di apl wonder tolong di perbaiki,3,2025-08-16 11:32:04
kenapa setelah ganti hp gk bisa daftarin fingerprint? setiap mau daftar keluar dari aplikasi.error,3,2025-08-16 11:15:55
"kenapa akun saya terblokir karna alasan keamanan, padahal saya kemarin baru bikin wondr by BNI nya terus orang tua saya transfer, eh besok nya pas mau buka mbanking wondr gak bisa dibuka , terblokir karna alasan keamanan sih.",1,2025-08-16 11:11:22
ok deh pokoknya,5,2025-08-16 10:50:06
"Sya Sudah Uninstall Aplikasi Nya Bulan lalu dan bulan ini saya coba instal lagi , pas mau login nihh kok mlah di sruhh kyak dftar akun baru ya? Sampe foto ktp jga di minta,, emng ini salah satuu peraturan nya yaa?? jadinyaa sya gak jdi loginn dan unistal apk nya lagii dehhh😴",2,2025-08-16 10:49:51
nice banget,5,2025-08-16 10:08:45
"salah pasword Mulu padahal pasword nya benar ,udah di catat lo kokk masih salah mana verifikasi wajah nya susah kedip kedip kagak bisa aduhhhh",1,2025-08-16 09:51:06
kerna GK ribet pakai BNI,5,2025-08-16 09:45:16
aplikasi nya mantap dan lancar,5,2025-08-16 09:43:51
"Karena bni mobile banking sudah tidak bisa,mau tidak mau install wondr by bni,yang sejak awal sudah bikin deg degan.Sempet install dan uninstall,ternyata,review ""sering error"" nya,bikin,😪.Jauuh lebih enak dan simple pake yang lama.Wondr ni,""bikin pusing mata"",terlalu rame tampilannya.Transfer memang lebih simple,tapi,ndak mampu batasan sekali transfernya,And kok bisa sih, mau login error aja. Biometrik tetiba nggak dikenali?!😡.Terbaru,tetiba wondr diblokir?🙂‍↔️Memang paling bener apk lama.",1,2025-08-16 09:36:22
luar biasa sangat membantu dan memudahkan nasabah untuk bertransaksi,5,2025-08-16 09:27:11
mantap.pembayaran tepat waktu dan pembayaran langsung masuk,5,2025-08-16 09:00:10
pelayanan BNI sangat baik,5,2025-08-16 08:41:23
"ini kenapa di update terakhir malah sidik jari ga bisa min? lagi butuh duit malah ga bisa login gegara fingerprint tidak bisa, tiba2 wondr reset dan harus login ulang pake KTP. udh login mau aktifin fingerprint lagi malah FC mulu aplikasinya. Malah lebih bagusan BNI Mobile yg lama, interfacenya juga enak, menu gampang di cari, bukti tf dan mutasi juga gampang. Wondr malah lebih susah nyarinya, ribet.",1,2025-08-16 07:45:55
sangat memudahkan untuk bertransaksi 😇,5,2025-08-16 07:39:19
"Kenapa setiap login harus foto ktp? Lebih susah lagi jika berada ditempat umum, masa harus foto depan keramaian",1,2025-08-16 07:36:28
smoga aman aman saja,5,2025-08-16 07:16:14
"aplikasinya sering error , di buka lemot bangtt padahal sinyal full , , lebih enak pake mbanking",3,2025-08-16 06:56:50
"baru mau pakai setelah foto ktp kata nya data tidak sesuai, gimana cerita tidak sesuai.",1,2025-08-16 06:49:15
gak perlu repot-repot bawa ATM.,5,2025-08-16 06:40:20
cakep dah,5,2025-08-16 06:10:49
ya lumayanlah,3,2025-08-16 06:09:21
"kenapa wonder susah dibikin,selalu kartu blm memenuhi kriteria,padahal kartu sudah LM dpakai,katy harus bikin wonder tp knp dbikin susah z",1,2025-08-16 06:04:31
mantab jaya,5,2025-08-16 05:45:06
simpel dan cepat,5,2025-08-16 05:28:20
kurang setor tunai tanpa kartu ATM,2,2025-08-16 05:19:37
"aplikasinya mudah digunakan, tidak ribet. tampilan warna dan desain nya kereen banget 🥰🥰",5,2025-08-16 05:16:44
saya kesulitan saat verifikasi wajah,2,2025-08-16 04:56:50
Aplikasi Tidak Bisa Dibuka Padahal Jaringan Bagus,1,2025-08-16 04:55:39
sangat nangis sangat membantu,5,2025-08-16 04:42:20
sering susah kalau mau login,3,2025-08-16 04:09:51
aplikasi tidak bisa digunakan,1,2025-08-16 04:09:02
coba di permudah verifikasi wajah ini makin susah aj wonder tidak ad perbaikan fitur aplikasi ap,1,2025-08-16 04:06:13
kenapa akses aplikasi wonder bni pakai fingger print tdk bisa lagi?,3,2025-08-16 03:56:24
Selalu gagal verifikasi wajah padahal sudah bedara di cahaya terang dan mengikuti instruksi. tolong di perbaiki segera.,2,2025-08-16 03:21:29
"bagaimana fitur penarikan mobile tunai ini, semalam melakukan transaksi penarikan Rp. 100.000,- Transaksi gagal uang belum ada keluar dari mesin ATM, tetapi saldo sudah berkurang sampai saat ini belum ada kembali, kenapa sangat mengecewaka sekali, bagaimana jika penarikan diatas 1 juta",1,2025-08-16 02:37:10
BNI pelayanan sangat bagus mantap,5,2025-08-16 02:26:25
terlalu lelet...,3,2025-08-16 01:51:01
bigthanks,5,2025-08-16 01:42:22
"okey, selalu tingkatkan pelayanan pelanggan",4,2025-08-16 01:25:26
ni aplikasi kenapa eror ya selalu ada ke dalam tim sedang perbaiki dari semalam gk kelar²,1,2025-08-16 01:10:19
untuk aplikasi wonder ini memang bagus di kalangan anak muda sekarang tapi kenapa setiap saya mau masuk ke aplikasi nya pasti lama banget,5,2025-08-16 01:06:14
Sangat Mudah Bertransaksi,5,2025-08-16 00:24:45
sangat membatu dan luar biasa,5,2025-08-16 00:11:58
terimakasih sangat mudah untuk operasional nya,5,2025-08-15 23:34:17
kak ini gmn udah daftar disini juga buka rekening kok rekening nya belum diantar²?,1,2025-08-15 23:32:17
"mau masuk login nya LAMAAAAAAAAAAA BANGET, udah kadang nungguin lama pas di logo wondr, ehhh kembali sendiri,,, lebih enak BNI MOBILE BANKING",2,2025-08-15 22:38:03
lebih mudah mudah sebenarnya tapi ada semacam pengelabuhan pada fitur pembayaran contoh bayar pdam hanya ditampilkan jumlah pembayaran tagihannya saja padahal kalo dicek bukti transaksi sebenarnya ada biaya admin jadi gak jujur gitu ya,3,2025-08-15 21:45:51
apk jelek sering eror dan susah login keluar aplikasi terus baru juga jadi nasabah baru udh dikecewain,1,2025-08-15 18:54:10
"tarik tunai pake cardless di mbanking berhasil, saldo kepotong tapi transaksi di atm ""tidak dapat di proses"" udah pengajuan lewat email gada balesan, aplikasinya ribet lagi.",1,2025-08-15 18:36:30
top.cepat,5,2025-08-15 18:31:12
"sekarang malah gak bisa dibuka, perlu ada kepentingan mendadak malah gak kebuka aplikasnya..",1,2025-08-15 18:30:28
"tolong di perbaiki saat open aplikasi. lama banget logo kuning nya, udah diliatin kasir , sampe gak enakan gitu rasanya. aplikasi terlama open di logonya",3,2025-08-15 18:15:42
sangat bagus aku suka,5,2025-08-15 17:37:13
"min, wondr saya gabisa di buka",5,2025-08-15 16:16:41
memang top,4,2025-08-15 16:07:30
apknya bagus keren dan mudah juga untuk TF di mana aja,5,2025-08-15 15:51:15
"Saya mau buka rekening baru selalu tidak bisa, setelah foto KTP tiba tiba keluar sendiri dari aplikasi. Gimana ini chat Live Agent juga lama sekali responnya, tolong perbaiki layanannya. Saya butuh cepat untuk buka rekening baru",1,2025-08-15 15:22:05
untuk saat ini sudah keren wondr by BNI. dan harapan saya perbanyak lagi fitur2 yg dibutuhkan nasabah,5,2025-08-15 14:54:32
Bagus👍,5,2025-08-15 14:32:02
top up paypal,5,2025-08-15 13:58:25
top b a n g e t,5,2025-08-15 13:49:42
"dengan wonder semua bisa diatasi,,asal ada saldonya 🙏🙏",5,2025-08-15 13:48:41
"setelah update, login biometrik hilang. mau aktifin lagi malah force close.",1,2025-08-15 13:36:03
cepat dan mudah digunakan,5,2025-08-15 13:34:23
keren banget apknya,5,2025-08-15 13:33:22
"di redmi note 13 pro 5g saya, ketika mau aktifkan sidik jari langsung keluar sendiri aplikasi wondr nya, semoga update berikutnya normal kembali",3,2025-08-15 12:59:08
aku sangat bangga dan senang menggunakan aplikasi Wondor by BNI makasi banyak😍😍😍😍😍😍🥰🥰🥰🥰,5,2025-08-15 12:04:14
Transfer va lama. payah,1,2025-08-15 11:55:03
lebih simpel dan lebih mudah buat transaksi,5,2025-08-15 11:54:00
sangat mudah menggunakannya,5,2025-08-15 11:51:23
"haturnuhun saldo udah balik, ternyata aman dan tidak meragukan 👍",5,2025-08-15 11:33:45
"sangat membantu,terimakasih",5,2025-08-15 11:03:01
cepat dan terpercaya.. 🥰👍,5,2025-08-15 11:01:38
"sip,, sayang kalau pakai kuota data lelet banget",5,2025-08-15 10:46:59
semoga tidak ada kendala seperti sebelum sebelumnya. terimakasih selalu mengembangkan aplikasinya mantap semoga lebih baik terus,5,2025-08-15 10:41:56
kok buka apk nya lama bngeet loading nyaa,3,2025-08-15 10:39:12
"Terkadang keluar sendiri. overall bagus, cuma kadang sering lag",4,2025-08-15 10:12:59
"pasword transaksi ngk ada, ngak SMA kyak app sblomnya, bgus ad pasword transaksi, meminimalisir khilangan uang di rek kita",5,2025-08-15 09:31:58
transaksi lebih mudah dan menyenangkan,5,2025-08-15 09:28:44
"apknya membantu tapi kenapa low respon dari nasabah, saya transaksi menggunakan wonde bni transaksi gagal tapi saldoku kepotong tolong dari pihak bni segara membalas keluhan saya",2,2025-08-15 09:06:07
sgt bgus,5,2025-08-15 08:50:13
setor tunai tanpa kartu nya ga bisa perasaan mobile banking nya dulu dah bisa di wonder ga bisa setor tunai tanpa kartu bikin aplikasi ko stengah setengah bisa tarik ko ga bisa setor hmmmm....,2,2025-08-15 08:00:43
"karena lupa password, saya coba untuk resset password pas mau registasi ulang setelah input no kartu, keluar keterangan ' KAMU BELUM BISA LANJUT' SAAT INI KAMU BELUM MEMENUHI KRITERIA UNTUK BISA PAKAI WONDR seminggu kemudian saya coba lagi, tetap sama BELUM MEMENUHI KRITERIA",1,2025-08-15 07:47:12
yang lebih baik lagi,5,2025-08-15 07:46:25
perfect for fast transaction,4,2025-08-15 07:37:56
"dears bni , aplikasi wondr nya harap di tindaklanjuti . masa jam sibuk masih ada perbaikan sehingga sangat menggangu aktifitas nasabah . coba berikan layanan terbaik jangan dikit dikit perbaikan..masa kalah dgn aplikasi Livin dan my BCA????",2,2025-08-15 07:33:20
"MANTAP BNI, SERING SERING AJA GANGGUAN. KERENNNNN 👍👍👍",1,2025-08-15 07:31:26
Sangat membantu serta mempermudah penyimpanan keuangan,5,2025-08-15 07:17:25
ada kendala saat buka aplikasi wonder by bni.....,5,2025-08-15 07:06:48
"BNI semakin terabdate, cukup dengan hp/ android kita bisa bertransaksi apa saja, jaringan selalu stabil, fitur fitur tambahan sangat mudah untuk digunakan. ayoo pakai wonder",5,2025-08-15 06:38:51
semoga suksess,5,2025-08-15 06:35:12
BNI tambah jaya ya,5,2025-08-15 06:22:06
sayaa jugak gituu kak danaa udhh di TF olehh keluarga dan tanda bukti adaa tpii GK ada masukk ke saldo sayaa kak itu gimnaa kak tolong lah penjelasan kak,2,2025-08-15 06:09:25
aplikasi yg sangat bagus sangat membantu untuk bertransaksi,5,2025-08-15 05:14:44
pelayanan bagus dan terpercaya,5,2025-08-15 05:08:09
"Tramsaksi jadi lebih mudah, efisien, dan efektif.",5,2025-08-15 05:05:09
setelah pembaharuan tidak bisa login ke akun yg sudah ada makin susah untuk mau pindah ke akun yg sudah ada,1,2025-08-15 05:05:01
nyusahinnnnn,1,2025-08-15 05:02:53
"Halo, ini akun saya kenapa ya ga bisa di daftar in biometrik nya?",4,2025-08-15 04:34:18
serba gak ribet.. topp ah GK nyesel pakai BNI wonder,5,2025-08-15 04:11:14
bagus transaksi wondr by BNI pokok nya bagus,5,2025-08-15 04:09:14
sangat mudah saat melakukan transaksi,5,2025-08-15 04:07:34
selalu berikan kemudahan dan tingkatkan pelayan untuk nasabah,5,2025-08-15 04:03:20
terkadang aplikasi susah untuk di akses,4,2025-08-15 03:55:59
pelayanan nya cepat 😍😍,5,2025-08-15 03:23:38
semoga kedepannya agar lebih baik dalam pelayanan ke publik terimakasih 🙏🙏🙏,5,2025-08-15 03:02:08
luar biasa amazing,5,2025-08-15 02:49:18
Dengan ada nya aplikasi wondr by BNI sangat membantu sekali jadi gak usah bulak balik ke bank tinggal klik di hp selesai deh terimakasih,5,2025-08-15 02:29:03
smg tetep aman,5,2025-08-15 02:28:41
"cek mutasi kurang rinci, uang masuk dan keluar dan sisa saldo. lebih bagus aplikasi mbanking BNI yg dulu",1,2025-08-15 01:57:14
Prosesnya cepat,5,2025-08-15 01:30:40
"hallo developer....saya sudah pakai apk wonder 3bln lebih,tiba tiba hari ini saya tidak bisa login ,lalu di minta ganti password sudah berhasil tetapi masih gak bisa login",3,2025-08-15 01:30:23
wondr BNI sangat membantu dan mudah terima kasih BNI,5,2025-08-15 01:28:10
"hai wonder,saya mau tanya.kemarin saya ngirim uang dari Oman,di bank Oman sdh terkirim,tapi dana belum masuk ke rekening.belum ada email atau pun penambahan saldo di aplikasi wonder.mohon responnya, terimakasih",3,2025-08-15 01:19:14
"Tolong di perbaiki, loading screen lama bgt gak masuk2...",1,2025-08-15 01:13:08
ok pisan,5,2025-08-15 01:10:30
"Saya beli pulsa lewat Wondr by BNI pada tanggal 11 Agustus 2025 senilai 250.000 transaksi berhasil tapi di telkomsel tidak masuk sampai sekarang, tolong jelaskan kenapa pulsa tidak masuk",1,2025-08-15 00:57:07
bagus apk yh tingkat kan terus,5,2025-08-15 00:35:15
Sering eror gmana apk yang 1 nya juga sering eror Jangan kecewain pemakai dong Masa kalah sama sebelah,3,2025-08-15 00:29:54
aplikasi ini tidak seperti m bangking yang lama,1,2025-08-14 23:55:33
"app nya sering error,,keseringan ga bisa di buka sama sekali,,pas mau transaksi yg sangat di butuhkan malah gbs di buka,, tlng di perbaiki dong sistemnya",2,2025-08-14 23:10:11
keamanan 👍👍👍👍,5,2025-08-14 23:06:18
"joss mudah, cepat, dan higienis 😆",5,2025-08-14 21:58:12
"sebelum nya belum pernah,tapi dgn keadaan sekarang,mohon bantuan nya",5,2025-08-14 20:55:42
fitur banyak dan akses mudah dlm bertransaksi. thanks Bni.😆😆👍👍👍,4,2025-08-14 20:22:17
Tetap maju terus,5,2025-08-14 19:37:48
transaksi dengan wondr by BNI semua menjadi mudah.,5,2025-08-14 18:31:52
Bagus sekali...,5,2025-08-14 18:16:53
Nyaman aman dan terpercaya,5,2025-08-14 17:09:48
"setiap jam 00:00 wib error nya terlalu lama, padahal jam2 promo di setiap toko online",5,2025-08-14 17:04:43
pengalaman baik loading sering eror stack di loding,5,2025-08-14 17:00:18
sangat cocok dan bagus,5,2025-08-14 15:47:05
tolong tampilkan catatan dr org yg transfer kita. 🙏🙏,5,2025-08-14 15:33:56
"kenapa pada saat login muncul pemberitahuan *ada kendala, tunggu beberapa saat lagi* sudah berjam-jam menunggu gabisa juga, dri siang sampai sore masih sama saja",3,2025-08-14 15:05:08
saya baru download aplikasi tpi tidak bisa di buka,1,2025-08-14 15:04:53
apk bank rekomen,5,2025-08-14 15:03:21
saldo tidak terkirim tpi saldo tidak dikembalikan dan tidak hanya 1x atau 2x !!!!!!,1,2025-08-14 14:45:11
